BCV	P
B013:C012:V023	¶
B013:C012:V023 	
B013:C013:V001	¶
B013:C013:V001 	
B013:C013:V009	¶
B013:C013:V009 	
B013:C014:V001	¶
B013:C014:V001 	
B013:C014:V003	¶
B013:C014:V003 	
B013:C014:V008	¶
B013:C014:V008 	
B013:C015:V001	¶
B013:C015:V001 	
B013:C015:V016	¶
B013:C015:V016 	
B013:C015:V025	¶
B013:C015:V025 	
B013:C015:V029	¶
B013:C015:V029 	
B013:C016:V001	¶
B013:C016:V001 	
B013:C016:V004	¶
B013:C016:V004 	
B013:C016:V007	¶
B013:C016:V007 	
B013:C016:V037	¶
B013:C016:V037 	
B013:C017:V001	¶
B013:C017:V001 	
B013:C017:V003	¶
B013:C017:V003 	
B013:C017:V007	¶
B013:C017:V007 	
B013:C017:V016	¶
B013:C017:V016 	
B013:C017:V023	¶
B013:C017:V023 	
B013:C018:V001	¶
B013:C018:V001 	
B013:C018:V003	¶
B013:C018:V003 	
B013:C018:V009	¶
B013:C018:V009 	
B013:C018:V011	¶
B013:C018:V011 	
B013:C018:V013	¶
B013:C018:V013 	
B013:C018:V014	¶
B013:C018:V014 	
B013:C019:V001	¶
B013:C019:V001 	
B013:C019:V006	¶
B013:C019:V006 	
B013:C019:V016	¶
B013:C019:V016 	
B013:C020:V001	¶
B013:C020:V001 	
B013:C020:V004	¶
B013:C020:V004 	
B013:C021:V001	¶
B013:C021:V001 	
B013:C021:V005	¶
B013:C021:V005 	
B013:C021:V009	¶
B013:C021:V009 	
B013:C021:V014	¶
B013:C021:V014 	
B013:C021:V018	¶
B013:C021:V018 	
B013:C021:V028	¶
B013:C021:V028 	
B013:C022:V001	¶
B013:C022:V001 	
B013:C022:V006	¶
B013:C022:V006 	
B013:C022:V017	¶
B013:C022:V017 	
B013:C023:V001	¶
B013:C023:V001 	
B013:C023:V002	¶
B013:C023:V002 	
B013:C023:V007	¶
B013:C023:V007 	
B013:C023:V012	¶
B013:C023:V012 	
B013:C023:V014	¶
B013:C023:V014 	
B013:C023:V021	¶
B013:C023:V021 	
B013:C023:V024	¶
B013:C023:V024 	
B013:C024:V001	¶
B013:C024:V001 	
B013:C024:V020	¶
B013:C024:V020 	
B013:C025:V001	¶
B013:C025:V001 	
B013:C026:V001	¶
B013:C026:V001 	
B013:C026:V013	¶
B013:C026:V013 	
B013:C026:V020	¶
B013:C026:V020 	
B013:C026:V029	¶
B013:C026:V029 	
B013:C027:V001	¶
B013:C027:V001 	
B013:C027:V016	¶
B013:C027:V016 	
B013:C027:V023	¶
B013:C027:V023 	
B013:C027:V025	¶
B013:C027:V025 	
B013:C028:V001	¶
B013:C028:V001 	
B013:C028:V011	¶
B013:C028:V011 	
B013:C029:V001	¶
B013:C029:V001 	
B013:C029:V010	¶
B013:C029:V010 	
B013:C029:V020	¶
B013:C029:V020 	
B014:C000:V000	¶
B014:C000:V000 	
B014:C001:V001	¶
B014:C001:V001 	
B014:C001:V006	¶
B014:C001:V006 	
B014:C001:V013	¶
B014:C001:V013 	
B014:C002:V001	¶
B014:C002:V001 	
B014:C002:V003	¶
B014:C002:V003 	
B014:C002:V011	¶
B014:C002:V011 	
B014:C002:V017	¶
B014:C002:V017 	
B014:C003:V001	¶
B014:C003:V001 	
B014:C003:V003	¶
B014:C003:V003 	
B014:C004:V001	¶
B014:C004:V001 	
B014:C004:V002	¶
B014:C004:V002 	
B014:C004:V006	¶
B014:C004:V006 	
B014:C004:V009	¶
B014:C004:V009 	
B014:C004:V019	¶
B014:C004:V019 	
B014:C005:V001	¶
B014:C005:V001 	
B014:C005:V011	¶
B014:C005:V011 	
B014:C006:V001	¶
B014:C006:V001 	
B014:C006:V012	¶
B014:C006:V012 	
B014:C006:V018	¶
B014:C006:V018 	
B014:C006:V022	¶
B014:C006:V022 	
B014:C006:V024	¶
B014:C006:V024 	
B014:C006:V026	¶
B014:C006:V026 	
B014:C006:V028	¶
B014:C006:V028 	
B014:C006:V032	¶
B014:C006:V032 	
B014:C006:V040	¶
B014:C006:V040 	
B014:C007:V001	¶
B014:C007:V001 	
B014:C007:V008	¶
B014:C007:V008 	
B014:C007:V012	¶
B014:C007:V012 	
B014:C008:V001	¶
B014:C008:V001 	
B014:C008:V007	¶
B014:C008:V007 	
B014:C008:V012	¶
B014:C008:V012 	
B014:C008:V014	¶
B014:C008:V014 	
B014:C008:V017	¶
B014:C008:V017 	
B014:C009:V001	¶
B014:C009:V001 	
B014:C009:V009	¶
B014:C009:V009 	
B014:C009:V013	¶
B014:C009:V013 	
B014:C009:V015	¶
B014:C009:V015 	
B014:C009:V020	¶
B014:C009:V020 	
B014:C009:V023	¶
B014:C009:V023 	
B014:C009:V026	¶
B014:C009:V026 	
B014:C009:V029	¶
B014:C009:V029 	
B014:C010:V001	¶
B014:C010:V001 	
B014:C010:V006	¶
B014:C010:V006 	
B014:C010:V012	¶
B014:C010:V012 	
B014:C011:V001	¶
B014:C011:V001 	
B014:C011:V005	¶
B014:C011:V005 	
B014:C011:V013	¶
B014:C011:V013 	
B014:C011:V016	¶
B014:C011:V016 	
B014:C011:V018	¶
B014:C011:V018 	
B014:C012:V001	¶
B014:C012:V001 	
B014:C012:V005	¶
B014:C012:V005 	
B014:C012:V013	¶
B014:C012:V013 	
B014:C013:V001	¶
B014:C013:V001 	
B014:C013:V004	¶
B014:C013:V004 	
B014:C013:V013	¶
B014:C013:V013 	
B014:C013:V018	¶
B014:C013:V018 	
B014:C014:V001	¶
B014:C014:V001 	
B014:C014:V006	¶
B014:C014:V006 	
B014:C014:V009	¶
B014:C014:V009 	
B014:C015:V001	¶
B014:C015:V001 	
B014:C015:V016	¶
B014:C015:V016 	
B014:C015:V018	¶
B014:C015:V018 	
B014:C016:V001	¶
B014:C016:V001 	
B014:C016:V007	¶
B014:C016:V007 	
B014:C016:V011	¶
B014:C016:V011 	
B014:C016:V013	¶
B014:C016:V013 	
B014:C017:V001	¶
B014:C017:V001 	
B014:C017:V007	¶
B014:C017:V007 	
B014:C017:V010	¶
B014:C017:V010 	
B014:C017:V012	¶
B014:C017:V012 	
B014:C018:V001	¶
B014:C018:V001 	
B014:C018:V004	¶
B014:C018:V004 	
B014:C018:V023	¶
B014:C018:V023 	
B014:C018:V030	¶
B014:C018:V030 	
B014:C019:V001	¶
B014:C019:V001 	
B014:C019:V008	¶
B014:C019:V008 	
B014:C020:V001	¶
B014:C020:V001 	
B014:C020:V005	¶
B014:C020:V005 	
B014:C020:V014	¶
B014:C020:V014 	
B014:C020:V020	¶
B014:C020:V020 	
B014:C020:V022	¶
B014:C020:V022 	
B014:C020:V026	¶
B014:C020:V026 	
B014:C020:V031	¶
B014:C020:V031 	
B014:C020:V035	¶
B014:C020:V035 	
B014:C021:V001	¶
B014:C021:V001 	
B014:C021:V005	¶
B014:C021:V005 	
B014:C021:V012	¶
B014:C021:V012 	
B014:C022:V001	¶
B014:C022:V001 	
B014:C022:V005	¶
B014:C022:V005 	
B014:C022:V010	¶
B014:C022:V010 	
B014:C023:V001	¶
B014:C023:V001 	
B014:C023:V012	¶
B014:C023:V012 	
B014:C023:V016	¶
B014:C023:V016 	
B014:C023:V018	¶
B014:C023:V018 	
B014:C023:V020	¶
B014:C023:V020 	
B014:C024:V001	¶
B014:C024:V001 	
B014:C024:V004	¶
B014:C024:V004 	
B014:C024:V011	¶
B014:C024:V011 	
B014:C024:V015	¶
B014:C024:V015 	
B014:C024:V023	¶
B014:C024:V023 	
B014:C024:V027	¶
B014:C024:V027 	
B014:C025:V001	¶
B014:C025:V001 	
B014:C025:V003	¶
B014:C025:V003 	
B014:C025:V005	¶
B014:C025:V005 	
B014:C025:V011	¶
B014:C025:V011 	
B014:C025:V013	¶
B014:C025:V013 	
B014:C025:V014	¶
B014:C025:V014 	
B014:C025:V015	¶
B014:C025:V015 	
B014:C025:V017	¶
B014:C025:V017 	
B014:C025:V025	¶
B014:C025:V025 	
B014:C026:V001	¶
B014:C026:V001 	
B014:C026:V006	¶
B014:C026:V006 	
B014:C026:V016	¶
B014:C026:V016 	
B014:C027:V001	¶
B014:C027:V001 	
B014:C027:V005	¶
B014:C027:V005 	
B014:C027:V007	¶
B014:C027:V007 	
B014:C027:V009	¶
B014:C027:V009 	
B014:C028:V001	¶
B014:C028:V001 	
B014:C028:V006	¶
B014:C028:V006 	
B014:C028:V016	¶
B014:C028:V016 	
B014:C028:V022	¶
B014:C028:V022 	
B014:C028:V026	¶
B014:C028:V026 	
B014:C029:V001	¶
B014:C029:V001 	
B014:C029:V003	¶
B014:C029:V003 	
B014:C029:V012	¶
B014:C029:V012 	
B014:C029:V020	¶
B014:C029:V020 	
B014:C029:V025	¶
B014:C029:V025 	
B014:C029:V030	¶
B014:C029:V030 	
B014:C030:V001	¶
B014:C030:V001 	
B014:C030:V013	¶
B014:C030:V013 	
B014:C030:V016	¶
B014:C030:V016 	
B014:C030:V021	¶
B014:C030:V021 	
B014:C030:V023	¶
B014:C030:V023 	
B014:C030:V027	¶
B014:C030:V027 	
B014:C031:V001	¶
B014:C031:V001 	
B014:C031:V002	¶
B014:C031:V002 	
B014:C031:V005	¶
B014:C031:V005 	
B014:C031:V011	¶
B014:C031:V011 	
B014:C031:V020	¶
B014:C031:V020 	
B014:C032:V001	¶
B014:C032:V001 	
B014:C032:V006	¶
B014:C032:V006 	
B014:C032:V009	¶
B014:C032:V009 	
B014:C032:V017	¶
B014:C032:V017 	
B014:C032:V021	¶
B014:C032:V021 	
B014:C032:V024	¶
B014:C032:V024 	
B014:C032:V027	¶
B014:C032:V027 	
B014:C032:V031	¶
B014:C032:V031 	
B014:C032:V032	¶
B014:C032:V032 	
B014:C033:V001	¶
B014:C033:V001 	
B014:C033:V003	¶
B014:C033:V003 	
B014:C033:V011	¶
B014:C033:V011 	
B014:C033:V018	¶
B014:C033:V018 	
B014:C033:V020	¶
B014:C033:V020 	
B014:C033:V025	¶
B014:C033:V025 	
B014:C034:V001	¶
B014:C034:V001 	
B014:C034:V003	¶
B014:C034:V003 	
B014:C034:V008	¶
B014:C034:V008 	
B014:C034:V014	¶
B014:C034:V014 	
B014:C034:V023	¶
B014:C034:V023 	
B014:C034:V029	¶
B014:C034:V029 	
B014:C035:V001	¶
B014:C035:V001 	
B014:C035:V016	¶
B014:C035:V016 	
B014:C035:V020	¶
B014:C035:V020 	
B014:C035:V025	¶
B014:C035:V025 	
B014:C036:V001	¶
B014:C036:V001 	
B014:C036:V005	¶
B014:C036:V005 	
B014:C036:V009	¶
B014:C036:V009 	
B014:C036:V011	¶
B014:C036:V011 	
B014:C036:V014	¶
B014:C036:V014 	
B014:C036:V022	¶
B014:C036:V022 	
B015:C000:V000	¶
B015:C000:V000 	
B015:C001:V001	¶
B015:C001:V001 	
B015:C001:V005	¶
B015:C001:V005 	
B015:C001:V007	¶
B015:C001:V007 	
B015:C002:V001	¶
B015:C002:V001 	
B015:C002:V036	¶
B015:C002:V036 	
B015:C002:V040	¶
B015:C002:V040 	
B015:C002:V041	¶
B015:C002:V041 	
B015:C002:V042	¶
B015:C002:V042 	
B015:C002:V043	¶
B015:C002:V043 	
B015:C002:V055	¶
B015:C002:V055 	
B015:C002:V061	¶
B015:C002:V061 	
B015:C002:V064	¶
B015:C002:V064 	
B015:C002:V068	¶
B015:C002:V068 	
B015:C003:V001	¶
B015:C003:V001 	
B015:C003:V008	¶
B015:C003:V008 	
B015:C004:V001	¶
B015:C004:V001 	
B015:C004:V007	¶
B015:C004:V007 	
B015:C004:V011	¶
B015:C004:V011 	
B015:C004:V017	¶
B015:C004:V017 	
B015:C004:V023	¶
B015:C004:V023 	
B015:C005:V001	¶
B015:C005:V001 	
B015:C005:V003	¶
B015:C005:V003 	
B015:C005:V006	¶
B015:C005:V006 	
B015:C006:V001	¶
B015:C006:V001 	
B015:C006:V008	¶
B015:C006:V008 	
B015:C006:V011	¶
B015:C006:V011 	
B015:C006:V013	¶
B015:C006:V013 	
B015:C006:V016	¶
B015:C006:V016 	
B015:C007:V001	¶
B015:C007:V001 	
B015:C007:V011	¶
B015:C007:V011 	
B015:C007:V027	¶
B015:C007:V027 	
B015:C008:V001	¶
B015:C008:V001 	
B015:C008:V015	¶
B015:C008:V015 	
B015:C008:V024	¶
B015:C008:V024 	
B015:C008:V031	¶
B015:C008:V031 	
B015:C008:V033	¶
B015:C008:V033 	
B015:C008:V036	¶
B015:C008:V036 	
B015:C009:V001	¶
B015:C009:V001 	
B015:C009:V005	¶
B015:C009:V005 	
B015:C010:V001	¶
B015:C010:V001 	
B015:C010:V002	¶
B015:C010:V002 	
B015:C010:V006	¶
B015:C010:V006 	
B015:C010:V009	¶
B015:C010:V009 	
B015:C010:V015	¶
B015:C010:V015 	
B015:C010:V018	¶
B015:C010:V018 	
B016:C000:V000	¶
B016:C000:V000 	
B016:C001:V001	¶
B016:C001:V001 	
B016:C001:V004	¶
B016:C001:V004 	
B016:C002:V001	¶
B016:C002:V001 	
B016:C002:V009	¶
B016:C002:V009 	
B016:C002:V012	¶
B016:C002:V012 	
B016:C002:V017	¶
B016:C002:V017 	
B016:C003:V001	¶
B016:C003:V001 	
B016:C003:V026	¶
B016:C003:V026 	
B016:C004:V001	¶
B016:C004:V001 	
B016:C004:V007	¶
B016:C004:V007 	
B016:C004:V013	¶
B016:C004:V013 	
B016:C004:V019	¶
B016:C004:V019 	
B016:C005:V001	¶
B016:C005:V001 	
B016:C005:V006	¶
B016:C005:V006 	
B016:C005:V014	¶
B016:C005:V014 	
B016:C006:V001	¶
B016:C006:V001 	
B016:C006:V005	¶
B016:C006:V005 	
B016:C006:V010	¶
B016:C006:V010 	
B016:C006:V015	¶
B016:C006:V015 	
B016:C006:V017	¶
B016:C006:V017 	
B016:C007:V001	¶
B016:C007:V001 	
B016:C007:V005	¶
B016:C007:V005 	
B016:C007:V039	¶
B016:C007:V039 	
B016:C007:V043	¶
B016:C007:V043 	
B016:C007:V044	¶
B016:C007:V044 	
B016:C007:V045	¶
B016:C007:V045 	
B016:C007:V046	¶
B016:C007:V046 	
B016:C007:V057	¶
B016:C007:V057 	
B016:C007:V063	¶
B016:C007:V063 	
B016:C007:V066	¶
B016:C007:V066 	
B016:C007:V070	¶
B016:C007:V070 	
B016:C008:V001	¶
B016:C008:V001 	
B016:C008:V005	¶
B016:C008:V005 	
B016:C008:V009	¶
B016:C008:V009 	
B016:C008:V013	¶
B016:C008:V013 	
B016:C009:V001	¶
B016:C009:V001 	
B016:C009:V004	¶
B016:C009:V004 	
B016:C009:V013	¶
B016:C009:V013 	
B016:C009:V016	¶
B016:C009:V016 	
B016:C009:V022	¶
B016:C009:V022 	
B016:C009:V026	¶
B016:C009:V026 	
B016:C009:V030	¶
B016:C009:V030 	
B016:C009:V033	¶
B016:C009:V033 	
B016:C009:V036	¶
B016:C009:V036 	
B016:C010:V001	¶
B016:C010:V001 	
B016:C010:V032	¶
B016:C010:V032 	
B016:C011:V001	¶
B016:C011:V001 	
B016:C011:V003	¶
B016:C011:V003 	
B016:C011:V007	¶
B016:C011:V007 	
B016:C011:V010	¶
B016:C011:V010 	
B016:C011:V015	¶
B016:C011:V015 	
B016:C011:V019	¶
B016:C011:V019 	
B016:C011:V020	¶
B016:C011:V020 	
B016:C012:V001	¶
B016:C012:V001 	
B016:C012:V010	¶
B016:C012:V010 	
B016:C012:V022	¶
B016:C012:V022 	
B016:C012:V027	¶
B016:C012:V027 	
B016:C012:V028	¶
B016:C012:V028 	
B016:C012:V030	¶
B016:C012:V030 	
B016:C012:V044	¶
B016:C012:V044 	
B016:C013:V001	¶
B016:C013:V001 	
B016:C013:V004	¶
B016:C013:V004 	
B016:C013:V010	¶
B016:C013:V010 	
B016:C013:V015	¶
B016:C013:V015 	
B016:C013:V023	¶
B016:C013:V023 	
B016:C013:V028	¶
B016:C013:V028 	
B017:C000:V000	¶
B017:C000:V000 	
B017:C001:V001	¶
B017:C001:V001 	
B017:C001:V010	¶
B017:C001:V010 	
B017:C001:V013	¶
B017:C001:V013 	
B017:C002:V001	¶
B017:C002:V001 	
B017:C002:V005	¶
B017:C002:V005 	
B017:C002:V008	¶
B017:C002:V008 	
B017:C002:V012	¶
B017:C002:V012 	
B017:C002:V015	¶
B017:C002:V015 	
B017:C002:V021	¶
B017:C002:V021 	
B017:C003:V001	¶
B017:C003:V001 	
B017:C003:V007	¶
B017:C003:V007 	
B017:C003:V008	¶
B017:C003:V008 	
B017:C003:V012	¶
B017:C003:V012 	
B017:C004:V001	¶
B017:C004:V001 	
B017:C004:V004	¶
B017:C004:V004 	
B017:C004:V010	¶
B017:C004:V010 	
B017:C004:V013	¶
B017:C004:V013 	
B017:C004:V015	¶
B017:C004:V015 	
B017:C005:V001	¶
B017:C005:V001 	
B017:C005:V006	¶
B017:C005:V006 	
B017:C005:V009	¶
B017:C005:V009 	
B017:C005:V014	¶
B017:C005:V014 	
B017:C006:V001	¶
B017:C006:V001 	
B017:C006:V004	¶
B017:C006:V004 	
B017:C006:V012	¶
B017:C006:V012 	
B017:C007:V001	¶
B017:C007:V001 	
B017:C007:V005	¶
B017:C007:V005 	
B017:C007:V007	¶
B017:C007:V007 	
B017:C008:V001	¶
B017:C008:V001 	
B017:C008:V003	¶
B017:C008:V003 	
B017:C008:V007	¶
B017:C008:V007 	
B017:C008:V015	¶
B017:C008:V015 	
B017:C009:V001	¶
B017:C009:V001 	
B017:C009:V012	¶
B017:C009:V012 	
B017:C009:V020	¶
B017:C009:V020 	
B017:C010:V001	¶
B017:C010:V001 	
B018:C000:V000	¶
B018:C000:V000 	
B018:C001:V001	¶
B018:C001:V001 	
B018:C001:V006	¶
B018:C001:V006 	
B018:C001:V013	¶
B018:C001:V013 	
B018:C002:V001	¶
B018:C002:V001 	
B018:C002:V007	¶
B018:C002:V007 	
B018:C002:V009	¶
B018:C002:V009 	
B018:C002:V011	¶
B018:C002:V011 	
B018:C003:V001	¶
B018:C003:V001 	
B018:C004:V001	¶
B018:C004:V001 	
B018:C005:V001	¶
B018:C005:V001 	
B018:C006:V001	¶
B018:C006:V001 	
B018:C007:V001	¶
B018:C007:V001 	
B018:C008:V001	¶
B018:C008:V001 	
B018:C009:V001	¶
B018:C009:V001 	
B018:C010:V001	¶
B018:C010:V001 	
B018:C011:V001	¶
B018:C011:V001 	
B018:C012:V001	¶
B018:C012:V001 	
B018:C013:V001	¶
B018:C013:V001 	
B018:C014:V001	¶
B018:C014:V001 	
B018:C015:V001	¶
B018:C015:V001 	
B018:C016:V001	¶
B018:C016:V001 	
B018:C017:V001	¶
B018:C017:V001 	
B018:C018:V001	¶
B018:C018:V001 	
B018:C019:V001	¶
B018:C019:V001 	
B018:C020:V001	¶
B018:C020:V001 	
B018:C021:V001	¶
B018:C021:V001 	
B018:C022:V001	¶
B018:C022:V001 	
B018:C023:V001	¶
B018:C023:V001 	
B018:C024:V001	¶
B018:C024:V001 	
B018:C025:V001	¶
B018:C025:V001 	
B018:C026:V001	¶
B018:C026:V001 	
B018:C027:V001	¶
B018:C027:V001 	
B018:C028:V001	¶
B018:C028:V001 	
B018:C029:V001	¶
B018:C029:V001 	
B018:C030:V001	¶
B018:C030:V001 	
B018:C031:V001	¶
B018:C031:V001 	
B018:C032:V001	¶
B018:C032:V001 	
B018:C033:V001	¶
B018:C033:V001 	
B018:C034:V001	¶
B018:C034:V001 	
B018:C035:V001	¶
B018:C035:V001 	
B018:C036:V001	¶
B018:C036:V001 	
B018:C037:V001	¶
B018:C037:V001 	
B018:C038:V001	¶
B018:C038:V001 	
B018:C039:V001	¶
B018:C039:V001 	
B018:C040:V001	¶
B018:C040:V001 	
B018:C040:V006	¶
B018:C040:V006 	
B018:C040:V015	¶
B018:C040:V015 	
B018:C041:V001	¶
B018:C041:V001 	
B018:C042:V001	¶
B018:C042:V001 	
B018:C042:V007	¶
B018:C042:V007 	
B019:C000:V000	¶
B019:C000:V000	¶
B019:C000:V000 	
B019:C000:V000 	
B019:C001:V001	¶
B019:C001:V001 	
B019:C002:V001	¶
B019:C002:V001 	
B019:C003:V001	¶
B019:C003:V001 	
B019:C004:V001	¶
B019:C004:V001 	
B019:C005:V001	¶
B019:C005:V001 	
B019:C006:V001	¶
B019:C006:V001 	
B019:C007:V001	¶
B019:C007:V001 	
B019:C008:V001	¶
B019:C008:V001 	
B019:C009:V001	¶
B019:C009:V001 	
B019:C010:V001	¶
B019:C010:V001 	
B019:C011:V001	¶
B019:C011:V001 	
B019:C012:V001	¶
B019:C012:V001 	
B019:C013:V001	¶
B019:C013:V001 	
B019:C014:V001	¶
B019:C014:V001 	
B019:C015:V001	¶
B019:C015:V001 	
B019:C016:V001	¶
B019:C016:V001 	
B019:C017:V001	¶
B019:C017:V001 	
B019:C018:V001	¶
B019:C018:V001 	
B019:C019:V001	¶
B019:C019:V001 	
B019:C020:V001	¶
B019:C020:V001 	
B019:C021:V001	¶
B019:C021:V001 	
B019:C022:V001	¶
B019:C022:V001 	
B019:C023:V001	¶
B019:C023:V001 	
B019:C024:V001	¶
B019:C024:V001 	
B019:C025:V001	¶
B019:C025:V001 	
B019:C026:V001	¶
B019:C026:V001 	
B019:C027:V001	¶
B019:C027:V001 	
B019:C028:V001	¶
B019:C028:V001 	
B019:C029:V001	¶
B019:C029:V001 	
B019:C030:V001	¶
B019:C030:V001 	
B019:C031:V001	¶
B019:C031:V001 	
B019:C032:V001	¶
B019:C032:V001 	
B019:C033:V001	¶
B019:C033:V001 	
B019:C034:V001	¶
B019:C034:V001 	
B019:C035:V001	¶
B019:C035:V001 	
B019:C036:V001	¶
B019:C036:V001 	
B019:C037:V001	¶
B019:C037:V001 	
B019:C038:V001	¶
B019:C038:V001 	
B019:C039:V001	¶
B019:C039:V001 	
B019:C040:V001	¶
B019:C040:V001 	
B019:C041:V001	¶
B019:C041:V001 	
B019:C042:V001	¶
B019:C042:V001 	
B019:C043:V001	¶
B019:C043:V001 	
B019:C044:V001	¶
B019:C044:V001 	
B019:C045:V001	¶
B019:C045:V001 	
B019:C046:V001	¶
B019:C046:V001 	
B019:C047:V001	¶
B019:C047:V001 	
B019:C048:V001	¶
B019:C048:V001 	
B019:C049:V001	¶
B019:C049:V001 	
B019:C050:V001	¶
B019:C050:V001 	
B019:C051:V001	¶
B019:C051:V001 	
B019:C052:V001	¶
B019:C052:V001 	
B019:C053:V001	¶
B019:C053:V001 	
B019:C054:V001	¶
B019:C054:V001 	
B019:C055:V001	¶
B019:C055:V001 	
B019:C056:V001	¶
B019:C056:V001 	
B019:C057:V001	¶
B019:C057:V001 	
B019:C058:V001	¶
B019:C058:V001 	
B019:C059:V001	¶
B019:C059:V001 	
B019:C060:V001	¶
B019:C060:V001 	
B019:C061:V001	¶
B019:C061:V001 	
B019:C062:V001	¶
B019:C062:V001 	
B019:C063:V001	¶
B019:C063:V001 	
B019:C064:V001	¶
B019:C064:V001 	
B019:C065:V001	¶
B019:C065:V001 	
B019:C066:V001	¶
B019:C066:V001 	
B019:C067:V001	¶
B019:C067:V001 	
B019:C068:V001	¶
B019:C068:V001 	
B019:C069:V001	¶
B019:C069:V001 	
B019:C070:V001	¶
B019:C070:V001 	
B019:C071:V001	¶
B019:C071:V001 	
B019:C072:V001	¶
B019:C072:V001 	
B019:C073:V001	¶
B019:C073:V001 	
B019:C074:V001	¶
B019:C074:V001 	
B019:C075:V001	¶
B019:C075:V001 	
B019:C076:V001	¶
B019:C076:V001 	
B019:C077:V001	¶
B019:C077:V001 	
B019:C078:V001	¶
B019:C078:V001 	
B019:C079:V001	¶
B019:C079:V001 	
B019:C080:V001	¶
B019:C080:V001 	
B019:C081:V001	¶
B019:C081:V001 	
B019:C082:V001	¶
B019:C082:V001 	
B019:C083:V001	¶
B019:C083:V001 	
B019:C084:V001	¶
B019:C084:V001 	
B019:C085:V001	¶
B019:C085:V001 	
B019:C086:V001	¶
B019:C086:V001 	
B019:C087:V001	¶
B019:C087:V001 	
B019:C088:V001	¶
B019:C088:V001 	
B019:C089:V001	¶
B019:C089:V001 	
B019:C090:V001	¶
B019:C090:V001 	
B019:C091:V001	¶
B019:C091:V001 	
B019:C092:V001	¶
B019:C092:V001 	
B019:C093:V001	¶
B019:C093:V001 	
B019:C094:V001	¶
B019:C094:V001 	
B019:C095:V001	¶
B019:C095:V001 	
B019:C096:V001	¶
B019:C096:V001 	
B019:C097:V001	¶
B019:C097:V001 	
B019:C098:V001	¶
B019:C098:V001 	
B019:C099:V001	¶
B019:C099:V001 	
B019:C100:V001	¶
B019:C100:V001 	
B019:C101:V001	¶
B019:C101:V001 	
B019:C102:V001	¶
B019:C102:V001 	
B019:C103:V001	¶
B019:C103:V001 	
B019:C104:V001	¶
B019:C104:V001 	
B019:C105:V001	¶
B019:C105:V001 	
B019:C106:V001	¶
B019:C106:V001 	
B019:C107:V001	¶
B019:C107:V001 	
B019:C108:V001	¶
B019:C108:V001 	
B019:C109:V001	¶
B019:C109:V001 	
B019:C110:V001	¶
B019:C110:V001 	
B019:C111:V001	¶
B019:C111:V001 	
B019:C112:V001	¶
B019:C112:V001 	
B019:C113:V001	¶
B019:C113:V001 	
B019:C114:V001	¶
B019:C114:V001 	
B019:C115:V001	¶
B019:C115:V001 	
B019:C116:V001	¶
B019:C116:V001 	
B019:C117:V001	¶
B019:C117:V001 	
B019:C118:V001	¶
B019:C118:V001 	
B019:C119:V001	¶
B019:C119:V001 	
B019:C119:V009	¶
B019:C119:V009 	
B019:C119:V017	¶
B019:C119:V017 	
B019:C119:V025	¶
B019:C119:V025 	
B019:C119:V033	¶
B019:C119:V033 	
B019:C119:V041	¶
B019:C119:V041 	
B019:C119:V049	¶
B019:C119:V049 	
B019:C119:V057	¶
B019:C119:V057 	
B019:C119:V065	¶
B019:C119:V065 	
B019:C119:V073	¶
B019:C119:V073 	
B019:C119:V081	¶
B019:C119:V081 	
B019:C119:V089	¶
B019:C119:V089 	
B019:C119:V097	¶
B019:C119:V097 	
B019:C119:V105	¶
B019:C119:V105 	
B019:C119:V113	¶
B019:C119:V113 	
B019:C119:V121	¶
B019:C119:V121 	
B019:C119:V129	¶
B019:C119:V129 	
B019:C119:V137	¶
B019:C119:V137 	
B019:C119:V145	¶
B019:C119:V145 	
B019:C119:V153	¶
B019:C119:V153 	
B019:C119:V161	¶
B019:C119:V161 	
B019:C120:V001	¶
B019:C120:V001 	
B019:C121:V001	¶
B019:C121:V001 	
B019:C122:V001	¶
B019:C122:V001 	
B019:C123:V001	¶
B019:C123:V001 	
B019:C124:V001	¶
B019:C124:V001 	
B019:C125:V001	¶
B019:C125:V001 	
B019:C126:V001	¶
B019:C126:V001 	
B019:C127:V001	¶
B019:C127:V001 	
B019:C128:V001	¶
B019:C128:V001 	
B019:C129:V001	¶
B019:C129:V001 	
B019:C130:V001	¶
B019:C130:V001 	
B019:C131:V001	¶
B019:C131:V001 	
B019:C132:V001	¶
B019:C132:V001 	
B019:C133:V001	¶
B019:C133:V001 	
B019:C134:V001	¶
B019:C134:V001 	
B019:C135:V001	¶
B019:C135:V001 	
B019:C136:V001	¶
B019:C136:V001 	
B019:C137:V001	¶
B019:C137:V001 	
B019:C138:V001	¶
B019:C138:V001 	
B019:C139:V001	¶
B019:C139:V001 	
B019:C140:V001	¶
B019:C140:V001 	
B019:C141:V001	¶
B019:C141:V001 	
B019:C142:V001	¶
B019:C142:V001 	
B019:C143:V001	¶
B019:C143:V001 	
B019:C144:V001	¶
B019:C144:V001 	
B019:C145:V001	¶
B019:C145:V001 	
B019:C146:V001	¶
B019:C146:V001 	
B019:C147:V001	¶
B019:C147:V001 	
B019:C148:V001	¶
B019:C148:V001 	
B019:C149:V001	¶
B019:C149:V001 	
B019:C150:V001	¶
B019:C150:V001 	
B020:C000:V000	¶
B020:C000:V000 	
B020:C001:V001	¶
B020:C001:V001 	
