BCV	P
B046:C007:V001	¶
B046:C007:V001 	
B046:C007:V005	¶
B046:C007:V005 	
B046:C008:V001	¶
B046:C008:V001 	
B046:C008:V009	¶
B046:C008:V009 	
B046:C008:V014	¶
B046:C008:V014 	
B046:C008:V018	¶
B046:C008:V018 	
B046:C008:V022	¶
B046:C008:V022 	
B046:C008:V026	¶
B046:C008:V026 	
B046:C008:V031	¶
B046:C008:V031 	
B046:C009:V001	¶
B046:C009:V001 	
B046:C009:V006	¶
B046:C009:V006 	
B046:C009:V019	¶
B046:C009:V019 	
B046:C009:V030	¶
B046:C009:V030 	
B046:C010:V001	¶
B046:C010:V001 	
B046:C010:V014	¶
B046:C010:V014 	
B046:C011:V001	¶
B046:C011:V001 	
B046:C011:V007	¶
B046:C011:V007 	
B046:C011:V022	¶
B046:C011:V022 	
B046:C011:V025	¶
B046:C011:V025 	
B046:C011:V030	¶
B046:C011:V030 	
B046:C012:V001	¶
B046:C012:V001 	
B046:C012:V003	¶
B046:C012:V003 	
B046:C012:V009	¶
B046:C012:V009 	
B046:C012:V017	¶
B046:C012:V017 	
B046:C013:V001	¶
B046:C013:V001 	
B046:C013:V008	¶
B046:C013:V008 	
B046:C013:V011	¶
B046:C013:V011 	
B046:C014:V001	¶
B046:C014:V001 	
B046:C015:V001	¶
B046:C015:V001 	
B046:C015:V008	¶
B046:C015:V008 	
B046:C015:V014	¶
B046:C015:V014 	
B046:C015:V030	¶
B046:C015:V030 	
B046:C016:V001	¶
B046:C016:V001 	
B047:C000:V000	¶
B047:C000:V000 	
B047:C001:V001	¶
B047:C001:V001 	
B047:C001:V004	¶
B047:C001:V004 	
B047:C001:V010	¶
B047:C001:V010 	
B047:C001:V018	¶
B047:C001:V018 	
B047:C001:V026	¶
B047:C001:V026 	
B047:C002:V001	¶
B047:C002:V001 	
B047:C002:V009	¶
B047:C002:V009 	
B047:C003:V001	¶
B047:C003:V001 	
B047:C003:V005	¶
B047:C003:V005 	
B047:C003:V008	¶
B047:C003:V008 	
B047:C003:V016	¶
B047:C003:V016 	
B047:C004:V001	¶
B047:C004:V001 	
B047:C004:V006	¶
B047:C004:V006 	
B047:C004:V009	¶
B047:C004:V009 	
B047:C004:V014	¶
B047:C004:V014 	
B047:C005:V001	¶
B047:C005:V001 	
B047:C005:V006	¶
B047:C005:V006 	
B047:C006:V001	¶
B047:C006:V001 	
B047:C006:V009	¶
B047:C006:V009 	
B047:C006:V012	¶
B047:C006:V012 	
B047:C007:V001	¶
B047:C007:V001 	
B047:C007:V018	¶
B047:C007:V018 	
B047:C007:V025	¶
B047:C007:V025 	
B047:C007:V029	¶
B047:C007:V029 	
B047:C008:V001	¶
B047:C008:V001 	
B047:C009:V001	¶
B047:C009:V001 	
B047:C009:V015	¶
B047:C009:V015 	
B047:C009:V019	¶
B047:C009:V019 	
B047:C010:V001	¶
B047:C010:V001 	
B047:C010:V013	¶
B047:C010:V013 	
B047:C010:V022	¶
B047:C010:V022 	
B047:C011:V001	¶
B047:C011:V001 	
B047:C011:V031	¶
B047:C011:V031 	
B047:C012:V001	¶
B047:C012:V001 	
B047:C012:V027	¶
B047:C012:V027 	
B047:C013:V001	¶
B047:C013:V001 	
B047:C014:V001	¶
B047:C014:V001 	
B047:C014:V023	¶
B047:C014:V023 	
B047:C014:V029	¶
B047:C014:V029 	
B047:C015:V001	¶
B047:C015:V001 	
B047:C015:V012	¶
B047:C015:V012 	
B047:C015:V020	¶
B047:C015:V020 	
B047:C015:V029	¶
B047:C015:V029 	
B047:C015:V035	¶
B047:C015:V035 	
B047:C015:V045	¶
B047:C015:V045 	
B047:C015:V051	¶
B047:C015:V051 	
B047:C015:V053	¶
B047:C015:V053 	
B047:C016:V001	¶
B047:C016:V001 	
B047:C016:V010	¶
B047:C016:V010 	
B047:C016:V013	¶
B047:C016:V013 	
B048:C000:V000	¶
B048:C000:V000 	
B048:C001:V001	¶
B048:C001:V001 	
B048:C001:V003	¶
B048:C001:V003 	
B048:C001:V015	¶
B048:C001:V015 	
B048:C002:V001	¶
B048:C002:V001 	
B048:C002:V012	¶
B048:C002:V012 	
B048:C003:V001	¶
B048:C003:V001 	
B048:C004:V001	¶
B048:C004:V001 	
B048:C005:V001	¶
B048:C005:V001 	
B048:C005:V009	¶
B048:C005:V009 	
B048:C006:V001	¶
B048:C006:V001 	
B048:C006:V011	¶
B048:C006:V011 	
B048:C007:V001	¶
B048:C007:V001 	
B048:C008:V001	¶
B048:C008:V001 	
B048:C009:V001	¶
B048:C009:V001 	
B048:C010:V001	¶
B048:C010:V001 	
B048:C010:V007	¶
B048:C010:V007 	
B048:C011:V001	¶
B048:C011:V001 	
B048:C011:V012	¶
B048:C011:V012 	
B048:C011:V016	¶
B048:C011:V016 	
B048:C012:V001	¶
B048:C012:V001 	
B048:C012:V011	¶
B048:C012:V011 	
B048:C013:V001	¶
B048:C013:V001 	
B049:C000:V000	¶
B049:C000:V000 	
B049:C001:V001	¶
B049:C001:V001 	
B049:C001:V006	¶
B049:C001:V006 	
B049:C001:V010	¶
B049:C001:V010 	
B049:C002:V001	¶
B049:C002:V001 	
B049:C002:V006	¶
B049:C002:V006 	
B049:C002:V011	¶
B049:C002:V011 	
B049:C003:V001	¶
B049:C003:V001 	
B049:C003:V015	¶
B049:C003:V015 	
B049:C003:V019	¶
B049:C003:V019 	
B049:C004:V001	¶
B049:C004:V001 	
B049:C004:V008	¶
B049:C004:V008 	
B049:C004:V021	¶
B049:C004:V021 	
B049:C005:V001	¶
B049:C005:V001 	
B049:C005:V007	¶
B049:C005:V007 	
B049:C005:V016	¶
B049:C005:V016 	
B049:C006:V001	¶
B049:C006:V001 	
B049:C006:V011	¶
B049:C006:V011 	
B050:C000:V000	¶
B050:C000:V000 	
B050:C001:V001	¶
B050:C001:V001 	
B050:C001:V003	¶
B050:C001:V003 	
B050:C001:V015	¶
B050:C001:V015 	
B050:C002:V001	¶
B050:C002:V001 	
B050:C002:V011	¶
B050:C002:V011 	
B050:C002:V019	¶
B050:C002:V019 	
B050:C003:V001	¶
B050:C003:V001 	
B050:C003:V014	¶
B050:C003:V014 	
B050:C004:V001	¶
B050:C004:V001 	
B050:C004:V017	¶
B050:C004:V017 	
B050:C004:V025	¶
B050:C004:V025 	
B050:C005:V001	¶
B050:C005:V001 	
B050:C005:V018	¶
B050:C005:V018 	
B050:C005:V022	¶
B050:C005:V022 	
B050:C005:V025	¶
B050:C005:V025 	
B050:C006:V001	¶
B050:C006:V001 	
B050:C006:V005	¶
B050:C006:V005 	
B050:C006:V010	¶
B050:C006:V010 	
B051:C000:V000	¶
B051:C000:V000 	
B051:C001:V001	¶
B051:C001:V001 	
B051:C001:V003	¶
B051:C001:V003 	
B051:C001:V012	¶
B051:C001:V012 	
B051:C001:V021	¶
B051:C001:V021 	
B051:C001:V027	¶
B051:C001:V027 	
B051:C002:V001	¶
B051:C002:V001 	
B051:C002:V005	¶
B051:C002:V005 	
B051:C002:V012	¶
B051:C002:V012 	
B051:C002:V017	¶
B051:C002:V017 	
B051:C003:V001	¶
B051:C003:V001 	
B051:C003:V004	¶
B051:C003:V004 	
B051:C003:V012	¶
B051:C003:V012 	
B051:C003:V017	¶
B051:C003:V017 	
B051:C004:V001	¶
B051:C004:V001 	
B051:C004:V008	¶
B051:C004:V008 	
B051:C004:V014	¶
B051:C004:V014 	
B052:C000:V000	¶
B052:C000:V000 	
B052:C001:V001	¶
B052:C001:V001 	
B052:C001:V003	¶
B052:C001:V003 	
B052:C001:V009	¶
B052:C001:V009 	
B052:C001:V021	¶
B052:C001:V021 	
B052:C002:V001	¶
B052:C002:V001 	
B052:C002:V006	¶
B052:C002:V006 	
B052:C002:V016	¶
B052:C002:V016 	
B052:C003:V001	¶
B052:C003:V001 	
B052:C003:V012	¶
B052:C003:V012 	
B052:C003:V018	¶
B052:C003:V018 	
B052:C004:V001	¶
B052:C004:V001 	
B052:C004:V016	¶
B052:C004:V016 	
B053:C000:V000	¶
B053:C000:V000 	
B053:C001:V001	¶
B053:C001:V001 	
B053:C001:V002	¶
B053:C001:V002 	
B053:C002:V001	¶
B053:C002:V001 	
B053:C003:V001	¶
B053:C003:V001 	
B053:C004:V001	¶
B053:C004:V001 	
B053:C005:V001	¶
B053:C005:V001 	
B054:C000:V000	¶
B054:C000:V000 	
B054:C001:V001	¶
B054:C001:V001 	
B054:C002:V001	¶
B054:C002:V001 	
B054:C003:V001	¶
B054:C003:V001 	
B054:C003:V006	¶
B054:C003:V006 	
B055:C000:V000	¶
B055:C000:V000 	
B055:C001:V001	¶
B055:C001:V001 	
B055:C001:V003	¶
B055:C001:V003 	
B055:C001:V005	¶
B055:C001:V005 	
B055:C001:V012	¶
B055:C001:V012 	
B055:C001:V018	¶
B055:C001:V018 	
B055:C002:V001	¶
B055:C002:V001 	
B055:C002:V011	¶
B055:C002:V011 	
B055:C003:V001	¶
B055:C003:V001 	
B055:C004:V001	¶
B055:C004:V001 	
B055:C005:V001	¶
B055:C005:V001 	
B055:C005:V017	¶
B055:C005:V017 	
B055:C006:V001	¶
B055:C006:V001 	
B056:C000:V000	¶
B056:C000:V000 	
B056:C001:V001	¶
B056:C001:V001 	
B056:C001:V003	¶
B056:C001:V003 	
B056:C001:V008	¶
B056:C001:V008 	
B056:C002:V001	¶
B056:C002:V001 	
B056:C002:V014	¶
B056:C002:V014 	
B056:C002:V022	¶
B056:C002:V022 	
B056:C003:V001	¶
B056:C003:V001 	
B056:C003:V010	¶
B056:C003:V010 	
B056:C004:V001	¶
B056:C004:V001 	
B056:C004:V006	¶
B056:C004:V006 	
B057:C000:V000	¶
B057:C000:V000 	
B057:C001:V001	¶
B057:C001:V001 	
B057:C001:V005	¶
B057:C001:V005 	
B057:C001:V010	¶
B057:C001:V010 	
B057:C002:V001	¶
B057:C002:V001 	
B057:C002:V011	¶
B057:C002:V011 	
B057:C003:V001	¶
B057:C003:V001 	
B057:C003:V012	¶
B057:C003:V012 	
B058:C000:V000	¶
B058:C000:V000 	
B058:C001:V001	¶
B058:C001:V001 	
B058:C001:V004	¶
B058:C001:V004 	
B058:C001:V008	¶
B058:C001:V008 	
B058:C001:V017	¶
B058:C001:V017 	
B059:C000:V000	¶
B059:C000:V000 	
B059:C001:V001	¶
B059:C001:V001 	
B059:C002:V001	¶
B059:C002:V001 	
B059:C002:V005	¶
B059:C002:V005 	
B059:C003:V001	¶
B059:C003:V001 	
B059:C003:V012	¶
B059:C003:V012 	
B059:C004:V001	¶
B059:C004:V001 	
B059:C004:V012	¶
B059:C004:V012 	
B059:C005:V001	¶
B059:C005:V001 	
B059:C005:V011	¶
B059:C005:V011 	
B059:C006:V001	¶
B059:C006:V001 	
B059:C006:V009	¶
B059:C006:V009 	
B059:C007:V001	¶
B059:C007:V001 	
B059:C007:V004	¶
B059:C007:V004 	
B059:C007:V011	¶
B059:C007:V011 	
B059:C008:V001	¶
B059:C008:V001 	
B059:C008:V006	¶
B059:C008:V006 	
B059:C009:V001	¶
B059:C009:V001 	
B059:C009:V011	¶
B059:C009:V011 	
B059:C009:V015	¶
B059:C009:V015 	
B059:C009:V024	¶
B059:C009:V024 	
B059:C010:V001	¶
B059:C010:V001 	
B059:C010:V019	¶
B059:C010:V019 	
B059:C010:V026	¶
B059:C010:V026 	
B059:C010:V032	¶
B059:C010:V032 	
B059:C011:V001	¶
B059:C011:V001 	
B059:C011:V023	¶
B059:C011:V023 	
B059:C011:V030	¶
B059:C011:V030 	
B059:C011:V032	¶
B059:C011:V032 	
B059:C012:V001	¶
B059:C012:V001 	
B059:C012:V003	¶
B059:C012:V003 	
B059:C012:V014	¶
B059:C012:V014 	
B059:C012:V018	¶
B059:C012:V018 	
B059:C013:V001	¶
B059:C013:V001 	
B059:C013:V017	¶
B059:C013:V017 	
B059:C013:V020	¶
B059:C013:V020 	
B060:C000:V000	¶
B060:C000:V000 	
B060:C001:V001	¶
B060:C001:V001 	
B060:C001:V002	¶
B060:C001:V002 	
B060:C001:V005	¶
B060:C001:V005 	
B060:C001:V009	¶
B060:C001:V009 	
B060:C001:V012	¶
B060:C001:V012 	
B060:C001:V016	¶
B060:C001:V016 	
B060:C001:V022	¶
B060:C001:V022 	
B060:C002:V001	¶
B060:C002:V001 	
B060:C002:V014	¶
B060:C002:V014 	
B060:C003:V001	¶
B060:C003:V001 	
B060:C003:V013	¶
B060:C003:V013 	
B060:C004:V001	¶
B060:C004:V001 	
B060:C004:V013	¶
B060:C004:V013 	
B060:C005:V001	¶
B060:C005:V001 	
B060:C005:V007	¶
B060:C005:V007 	
B060:C005:V013	¶
B060:C005:V013 	
B061:C000:V000	¶
B061:C000:V000 	
B061:C001:V001	¶
B061:C001:V001 	
B061:C002:V001	¶
B061:C002:V001 	
B061:C002:V011	¶
B061:C002:V011 	
B061:C002:V021	¶
B061:C002:V021 	
B061:C003:V001	¶
B061:C003:V001 	
B061:C003:V008	¶
B061:C003:V008 	
B061:C003:V018	¶
B061:C003:V018 	
B061:C004:V001	¶
B061:C004:V001 	
B061:C004:V007	¶
B061:C004:V007 	
B061:C004:V012	¶
B061:C004:V012 	
B061:C005:V001	¶
B061:C005:V001 	
B061:C005:V012	¶
B061:C005:V012 	
B062:C000:V000	¶
B062:C000:V000 	
B062:C001:V001	¶
B062:C001:V001 	
B062:C001:V005	¶
B062:C001:V005 	
B062:C001:V012	¶
B062:C001:V012 	
B062:C001:V019	¶
B062:C001:V019 	
B062:C002:V001	¶
B062:C002:V001 	
B062:C002:V009	¶
B062:C002:V009 	
B062:C002:V017	¶
B062:C002:V017 	
B062:C003:V001	¶
B062:C003:V001 	
B062:C003:V011	¶
B062:C003:V011 	
B063:C000:V000	¶
B063:C000:V000 	
B063:C001:V001	¶
B063:C001:V001 	
B063:C001:V005	¶
B063:C001:V005 	
B063:C002:V001	¶
B063:C002:V001 	
B063:C002:V009	¶
B063:C002:V009 	
B063:C002:V012	¶
B063:C002:V012 	
B063:C002:V015	¶
B063:C002:V015 	
B063:C002:V026	¶
B063:C002:V026 	
B063:C003:V001	¶
B063:C003:V001 	
B063:C003:V004	¶
B063:C003:V004 	
B063:C003:V019	¶
B063:C003:V019 	
B063:C004:V001	¶
B063:C004:V001 	
B063:C004:V007	¶
B063:C004:V007 	
B063:C004:V015	¶
B063:C004:V015 	
B063:C005:V001	¶
B063:C005:V001 	
B063:C005:V014	¶
B063:C005:V014 	
B064:C000:V000	¶
B064:C000:V000 	
B064:C001:V001	¶
B064:C001:V001 	
B065:C000:V000	¶
B065:C000:V000 	
B065:C001:V001	¶
B065:C001:V001 	
B066:C000:V000	¶
B066:C000:V000 	
B066:C001:V001	¶
B066:C001:V001 	
B066:C001:V017	¶
B066:C001:V017 	
B067:C000:V000	¶
B067:C000:V000 	
B067:C001:V001	¶
B067:C001:V001 	
B067:C001:V004	¶
B067:C001:V004 	
B067:C002:V001	¶
B067:C002:V001 	
B067:C002:V008	¶
B067:C002:V008 	
B067:C002:V012	¶
B067:C002:V012 	
B067:C002:V018	¶
B067:C002:V018 	
B067:C003:V001	¶
B067:C003:V001 	
B067:C003:V007	¶
B067:C003:V007 	
B067:C003:V014	¶
B067:C003:V014 	
B067:C004:V001	¶
B067:C004:V001 	
B067:C005:V001	¶
B067:C005:V001 	
B067:C005:V005	¶
B067:C005:V005 	
B067:C005:V011	¶
B067:C005:V011 	
B067:C006:V001	¶
B067:C006:V001 	
B067:C006:V003	¶
B067:C006:V003 	
B067:C006:V005	¶
B067:C006:V005 	
B067:C006:V007	¶
B067:C006:V007 	
B067:C006:V009	¶
B067:C006:V009 	
B067:C006:V012	¶
B067:C006:V012 	
B067:C007:V001	¶
B067:C007:V001 	
B067:C007:V009	¶
B067:C007:V009 	
B067:C008:V001	¶
B067:C008:V001 	
B067:C008:V007	¶
B067:C008:V007 	
B067:C008:V008	¶
B067:C008:V008 	
B067:C008:V010	¶
B067:C008:V010 	
B067:C008:V012	¶
B067:C008:V012 	
B067:C009:V001	¶
B067:C009:V001 	
B067:C009:V013	¶
B067:C009:V013 	
B067:C010:V001	¶
B067:C010:V001 	
B067:C010:V008	¶
B067:C010:V008 	
B067:C011:V001	¶
B067:C011:V001 	
B067:C011:V011	¶
B067:C011:V011 	
B067:C011:V015	¶
B067:C011:V015 	
B067:C011:V019	¶
B067:C011:V019 	
B067:C012:V001	¶
B067:C012:V001 	
B067:C012:V007	¶
B067:C012:V007 	
B067:C012:V013	¶
B067:C012:V013 	
B067:C013:V001	¶
B067:C013:V001 	
B067:C013:V011	¶
B067:C013:V011 	
B067:C014:V001	¶
B067:C014:V001 	
B067:C014:V006	¶
B067:C014:V006 	
B067:C014:V009	¶
B067:C014:V009 	
B067:C014:V013	¶
B067:C014:V013 	
B067:C015:V001	¶
B067:C015:V001 	
B067:C015:V005	¶
B067:C015:V005 	
B067:C016:V001	¶
B067:C016:V001 	
B067:C016:V002	¶
B067:C016:V002 	
B067:C016:V003	¶
B067:C016:V003 	
B067:C016:V004	¶
B067:C016:V004 	
B067:C016:V008	¶
B067:C016:V008 	
B067:C016:V010	¶
B067:C016:V010 	
B067:C016:V017	¶
B067:C016:V017 	
B067:C017:V001	¶
B067:C017:V001 	
B067:C017:V007	¶
B067:C017:V007 	
B067:C017:V015	¶
B067:C017:V015 	
B067:C018:V001	¶
B067:C018:V001 	
B067:C018:V004	¶
B067:C018:V004 	
B067:C018:V021	¶
B067:C018:V021 	
B067:C019:V001	¶
B067:C019:V001 	
B067:C019:V011	¶
B067:C019:V011 	
B067:C020:V001	¶
B067:C020:V001 	
B067:C020:V004	¶
B067:C020:V004 	
B067:C020:V007	¶
B067:C020:V007 	
B067:C020:V011	¶
B067:C020:V011 	
B067:C021:V001	¶
B067:C021:V001 	
B067:C021:V005	¶
B067:C021:V005 	
B067:C021:V009	¶
B067:C021:V009 	
B067:C022:V001	¶
B067:C022:V001 	
B067:C022:V008	¶
B067:C022:V008 	
B067:C022:V018	¶
B067:C022:V018 	
